Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
3.743,388.649,388.649,168.489,169.095,14.504,14.616,27.234,0.004,27.234,89.992,14.306,1.805,28.61,-80.6,0.027,-5.948e-5,1.177,-0.065,84.544,89.982,1458.593,632.567,0.206,0.002,9.791,97.434,78.984,1.845,101.095,7.079,65.563,0.494,0.256,0.085,0.152,0.494,0.005,0.01,4.393e-4,0,0,0,0,6.196e-6,1.868,90,12.474,967.668,0.001,338.858,0.5,1.41e7,10,78.54,0.05,0.027,0.022
3.793,397.091,397.091,169.198,169.811,13.897,14.1,27.951,0.004,27.951,89.991,14.414,2.384,28.61,-80.6,0.006,-6.278e-5,-1.561,-0.206,84.465,89.975,1455.659,629.633,0.206,0.002,9.791,97.456,78.915,1.854,100.773,7.071,66.112,0.494,0.256,0.085,0.153,0.494,0.001,0.002,-2.614e-5,0,0,0,0,-1.081e-5,1.965,90,12.419,966.678,0.001,338.825,0.502,1.415e7,10,78.54,0.05,0.027,0.022
3.843,405.568,405.568,169.878,170.5,13.321,13.617,28.675,0.004,28.675,89.991,14.55,2.824,28.61,-80.6,0.032,-6.232e-5,0.192,-0.036,84.431,89.989,1452.725,626.699,0.206,0.002,9.791,97.442,78.845,1.86,100.45,7.062,66.629,0.494,0.256,0.085,0.153,0.494,0.006,0.012,-3.066e-4,0,0,0,0,1.622e-7,1.921,90,12.364,965.684,0.001,338.791,0.504,1.42e7,10,78.54,0.05,0.027,0.022
3.893,414.079,414.079,170.534,171.163,12.889,13.029,29.406,0.005,29.406,89.991,14.666,1.909,28.61,-80.6,0.014,-6.392e-5,-0.683,-0.033,84.468,89.987,1449.791,623.765,0.205,0.002,9.791,97.461,78.775,1.869,100.127,7.054,67.127,0.495,0.256,0.085,0.153,0.495,0.003,0.005,3.175e-4,0,0,0,0,-2.033e-6,1.895,90,12.308,964.685,0.001,338.758,0.506,1.424e7,10,78.54,0.05,0.028,0.022
3.943,422.621,422.621,171.167,171.801,12.399,12.508,30.141,0.005,30.141,89.991,14.748,1.65,28.61,-80.6,0.026,-5.684e-5,1.233,-0.024,84.448,89.981,1446.857,620.831,0.205,0.002,9.791,97.458,78.705,1.875,99.805,7.045,67.613,0.495,0.256,0.085,0.154,0.495,0.005,0.01,4.076e-4,0,0,0,0,6.586e-6,1.966,90,12.253,963.684,0.001,338.724,0.508,1.429e7,10,78.54,0.05,0.028,0.022
3.993,431.195,431.195,171.772,172.413,11.82,12.068,30.881,0.005,30.881,89.99,14.854,2.437,28.61,-80.6,0.017,-5.608e-5,-1.255,-0.025,84.374,89.974,1443.923,617.897,0.205,0.002,9.791,97.47,78.634,1.884,99.482,7.037,68.078,0.495,0.256,0.085,0.154,0.495,0.003,0.007,2.235e-4,0,0,0,0,-6.774e-6,2.014,90,12.197,962.678,0.001,338.69,0.51,1.433e7,10,78.54,0.05,0.028,0.022
4.043,439.798,439.798,172.351,173,11.371,11.539,31.627,0.006,31.627,89.99,14.966,1.965,28.61,-80.6,0.006,-5.752e-5,0.716,-0.038,84.335,89.977,1440.989,614.963,0.204,0.002,9.791,97.484,78.563,1.892,99.16,7.028,68.529,0.495,0.256,0.085,0.154,0.495,0.001,0.002,-3.09e-4,0,0,0,0,2.188e-6,2.148,90,12.141,961.669,0.001,338.657,0.511,1.437e7,10,78.54,0.05,0.028,0.022
4.093,448.43,448.43,172.907,173.563,10.849,11.124,32.378,0.006,32.378,89.99,15.076,2.455,28.61,-80.6,0.022,-5.608e-5,-0.129,-0.026,84.308,89.983,1438.055,612.029,0.204,0.002,9.791,97.477,78.492,1.898,98.837,7.02,68.946,0.496,0.256,0.086,0.154,0.496,0.004,0.008,3.465e-4,0,0,0,0,-7.101e-8,2.092,90,12.085,960.657,0.001,338.623,0.513,1.44e7,10,78.54,0.05,0.029,0.022
4.143,457.088,457.088,173.439,174.102,10.438,10.619,33.135,0.006,33.135,89.989,15.187,1.953,28.61,-80.6,0.002,-6.188e-5,-0.611,0.18,84.332,89.975,1435.121,609.095,0.204,0.002,9.791,97.497,78.421,1.908,98.515,7.011,69.343,0.496,0.256,0.086,0.154,0.496,3.568e-4,0.001,3.699e-4,0,0,0,0,-1.576e-6,2.032,90,12.029,959.641,0.001,338.588,0.515,1.444e7,10,78.54,0.05,0.029,0.022
4.193,465.773,465.773,173.951,174.62,10.03,10.136,33.896,0.006,33.896,89.989,15.268,1.46,28.61,-80.6,0.025,-5.658e-5,0.732,0.002,84.329,89.971,1432.187,606.161,0.203,0.002,9.791,97.484,78.349,1.914,98.192,7.003,69.731,0.496,0.256,0.086,0.155,0.496,0.005,0.009,7.092e-5,0,0,0,0,2.246e-6,2.081,90,11.972,958.623,0.001,338.554,0.516,1.447e7,10,78.54,0.05,0.029,0.022
4.243,474.483,474.483,174.438,175.114,9.494,9.806,34.662,0.007,34.662,89.989,15.37,2.455,28.61,-80.6,0.028,-5.195e-5,-0.255,-3.62e-4,84.29,89.975,1429.253,603.227,0.203,0.002,9.791,97.487,78.277,1.921,97.869,6.994,70.088,0.496,0.256,0.086,0.155,0.496,0.006,0.011,4.4e-4,0,0,0,0,-2.709e-7,1.986,90,11.916,957.601,0.001,338.52,0.518,1.45e7,10,78.54,0.05,0.029,0.022
4.293,483.217,483.217,174.903,175.587,9.115,9.336,35.433,0.007,35.433,89.989,15.485,2.019,28.61,-80.6,0.008,-4.834e-5,1.376,0.132,84.334,89.97,1426.319,600.293,0.202,0.002,9.791,97.506,78.204,1.93,97.547,6.985,70.423,0.497,0.256,0.086,0.155,0.497,0.002,0.003,-3.705e-4,0,0,0,0,7.851e-6,1.841,90,11.859,956.577,0.001,338.486,0.519,1.453e7,10,78.54,0.05,0.029,0.023
4.343,491.973,491.973,175.351,176.04,8.768,8.864,36.21,0.007,36.21,89.988,15.561,1.295,28.61,-80.6,0.025,-3.712e-5,-0.211,0.04,84.377,89.986,1423.385,597.359,0.202,0.002,9.791,97.497,78.132,1.937,97.224,6.977,70.748,0.497,0.256,0.086,0.155,0.497,0.005,0.01,4.761e-4,0,0,0,0,-1.829e-7,1.78,90,11.802,955.55,0.001,338.451,0.521,1.456e7,10,78.54,0.05,0.029,0.023
4.393,500.751,500.751,175.778,176.472,8.308,8.507,36.989,0.008,36.989,89.988,15.64,1.827,28.61,-80.6,0.003,-2.593e-5,-0.56,0.287,84.354,89.993,1420.451,594.425,0.202,0.002,9.791,97.518,78.059,1.946,96.902,6.968,71.056,0.497,0.256,0.086,0.155,0.497,6.515e-4,0.001,4.291e-4,0,0,0,0,-1.287e-6,1.73,90,11.745,954.524,0.001,338.416,0.522,1.458e7,10,78.54,0.05,0.029,0.023
